year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1917,AL,PHA,PHI11,1917-04-11,1917-09-29,76,64,263050
1917,NL,PHI,PHI09,1917-04-20,1917-10-03,76,61,409123
1917,NL,PIT,PIT06,1917-04-19,1917-10-01,79,68,236800
1917,AL,SLA,STL07,1917-04-11,1917-09-15,78,67,300950
1917,NL,SLN,STL05,1917-04-19,1917-09-30,78,66,366300
1917,AL,WS1,WAS09,1917-04-20,1917-09-29,80,67,161273
1918,AL,BOS,BOS07,1918-04-15,1918-08-31,70,59,309944
1918,NL,BRO,NYC15,1918-04-24,1918-08-28,54,38,145700
1918,NL,BSN,BOS08,1918-04-24,1918-09-02,52,45,146100
1918,AL,CHA,CHI10,1918-04-16,1918-09-01,56,45,247500
1918,NL,CHN,CHI11,1918-04-24,1918-09-01,74,50,283342
1918,NL,CIN,CIN07,1918-04-16,1918-09-02,71,43,180800
1918,AL,CLE,CLE06,1918-04-18,1918-08-12,62,45,293943
1918,AL,DET,DET04,1918-04-24,1918-09-02,58,43,207849
1918,NL,NY1,NYC14,1918-04-16,1918-08-31,56,36,353300
1918,AL,NYA,NYC14,1918-04-24,1918-09-02,67,43,343000
1918,AL,PHA,PHI11,1918-04-24,1918-08-28,68,37,163400
1918,NL,PHI,PHI09,1918-04-16,1918-09-02,57,31,117000
1918,NL,PIT,PIT06,1918-04-25,1918-09-02,71,50,217500
1918,AL,SLA,STL07,1918-04-26,1918-09-01,53,31,147500
1918,NL,SLN,STL05,1918-04-16,1918-08-26,73,43,136000
1918,AL,WS1,WAS09,1918-04-15,1918-09-02,74,45,229510
1919,AL,BOS,BOS07,1919-05-01,1919-09-20,66,30,360550
1919,NL,BRO,NYC15,1919-05-02,1919-09-07,70,58,469500
1919,NL,BSN,BOS08,1919-04-19,1919-09-27,68,21,112800
1919,AL,CHA,CHI10,1919-05-02,1919-09-28,70,25,461000
1919,NL,CHN,CHI11,1919-04-24,1919-09-21,71,30,265756
1919,NL,CIN,CIN07,1919-04-23,1919-09-28,70,46,504840
1919,AL,CLE,CLE06,1919-05-01,1919-09-28,69,16,250000
1919,AL,DET,DET04,1919-04-25,1919-09-25,70,35,527600
1919,NL,NY1,NYC14,1919-05-02,1919-09-28,69,46,745000
1919,AL,NYA,NYC14,1919-04-23,1919-09-26,73,57,775500
1919,AL,PHA,PHI11,1919-05-02,1919-09-29,70,14,79200
1919,NL,PHI,PHI09,1919-04-23,1919-09-26,71,23,124300
1919,NL,PIT,PIT06,1919-05-02,1919-09-20,70,52,270300
1919,AL,SLA,STL07,1919-04-23,1919-09-03,70,35,323498
1919,NL,SLN,STL05,1919-05-01,1919-09-28,69,27,121750
1919,AL,WS1,WAS09,1919-04-23,1919-09-28,72,12,103150
1920,AL,BOS,BOS07,1920-04-15,1920-09-28,76,62,425694
1920,NL,BRO,NYC15,1920-04-14,1920-10-03,78,72,925500
1920,NL,BSN,BOS08,1920-04-24,1920-10-02,74,53,238600
1920,AL,CHA,CHI10,1920-04-14,1920-09-27,77,36,682500
1920,NL,CHN,CHI11,1920-04-22,1920-10-03,77,41,336300
1920,NL,CIN,CIN07,1920-04-14,1920-10-03,77,48,484023
1920,AL,CLE,CLE06,1920-04-14,1920-09-25,78,30,542500
1920,AL,DET,DET04,1920-04-22,1920-10-03,78,45,540800
1920,NL,NY1,NYC14,1920-04-14,1920-10-03,80,66,1024000
1920,AL,NYA,NYC14,1920-04-22,1920-09-26,77,71,1479288
1920,AL,PHA,PHI11,1920-04-14,1920-10-02,77,18,109900
1920,NL,PHI,PHI09,1920-04-22,1920-09-25,77,33,181500
1920,NL,PIT,PIT06,1920-04-23,1920-10-02,78,60,434900
1920,AL,SLA,STL07,1920-04-22,1920-10-03,78,64,395426
1920,NL,SLN,STL05,1920-04-14,1920-06-06,29,27,116750
1920,NL,SLN,STL07,1920-07-01,1920-09-05,47,39,215800
1920,AL,WS1,WAS09,1920-04-22,1920-10-03,76,25,209786
1921,AL,BOS,BOS07,1921-04-21,1921-10-01,77,53,301500
1921,NL,BRO,NYC15,1921-04-17,1921-10-02,78,75,680500
1921,NL,BSN,BOS08,1921-04-13,1921-09-28,74,59,415500
1921,AL,CHA,CHI10,1921-04-21,1921-10-02,77,24,338500
1921,NL,CHN,CHI11,1921-04-13,1921-09-28,76,38,340000
1921,NL,CIN,CIN07,1921-04-13,1921-10-02,76,63,308984
1921,AL,CLE,CLE06,1921-04-21,1921-09-08,77,20,321500
1921,AL,DET,DET04,1921-04-14,1921-10-02,77,42,534000
1921,NL,NY1,NYC14,1921-04-21,1921-09-10,79,73,1161500
1921,AL,NYA,NYC14,1921-04-13,1921-10-02,78,67,1385000
1921,AL,PHA,PHI11,1921-04-21,1921-09-29,77,26,220500
1921,NL,PHI,PHI09,1921-04-13,1921-10-01,76,32,212400
1921,NL,PIT,PIT06,1921-04-21,1921-09-27,76,69,740300
1921,AL,SLA,STL07,1921-04-13,1921-09-11,77,65,387550
1921,NL,SLN,STL07,1921-04-23,1921-10-02,78,65,432400
1921,AL,WS1,WAS09,1921-04-13,1921-10-02,76,36,278546
1922,AL,BOS,BOS07,1922-04-12,1922-09-30,73,56,306000
1922,NL,BRO,NYC15,1922-04-16,1922-10-01,78,69,583200
1922,NL,BSN,BOS08,1922-04-21,1922-09-27,76,57,198500
1922,AL,CHA,CHI10,1922-04-12,1922-09-24,77,35,558500
1922,NL,CHN,CHI11,1922-04-20,1922-10-01,76,51,501380
1922,NL,CIN,CIN07,1922-04-12,1922-10-01,79,70,491747
1922,AL,CLE,CLE06,1922-04-12,1922-10-01,80,31,392000
1922,AL,DET,DET04,1922-04-20,1922-09-24,77,43,637500
1922,NL,NY1,NYC14,1922-04-12,1922-10-01,79,67,1045000
1922,AL,NYA,NYC14,1922-04-20,1922-09-10,77,70,1199000
1922,AL,PHA,PHI11,1922-04-20,1922-09-30,78,29,282500
1922,NL,PHI,PHI09,1922-04-12,1922-09-26,77,46,239000
1922,NL,PIT,PIT06,1922-04-20,1922-09-27,78,68,557000
1922,AL,SLA,STL07,1922-04-20,1922-10-01,77,58,687500
1922,NL,SLN,STL07,1922-04-12,1922-09-02,77,66,595500
1922,AL,WS1,WAS09,1922-04-12,1922-10-01,79,38,369787
1923,AL,BOS,BOS07,1923-04-26,1923-09-29,78,52,285700
1923,NL,BRO,NYC15,1923-04-17,1923-10-07,78,70,660712
1923,NL,BSN,BOS08,1923-04-17,1923-10-06,77,61,292850
1923,AL,CHA,CHI10,1923-04-26,1923-10-04,75,38,523500
1923,NL,CHN,CHI11,1923-04-17,1923-09-30,77,55,697100
1923,NL,CIN,CIN07,1923-04-17,1923-10-07,78,70,571339
1923,AL,CLE,CLE06,1923-04-18,1923-10-07,78,23,259873
1923,AL,DET,DET04,1923-04-26,1923-10-07,77,36,575384
1923,NL,NY1,NYC14,1923-04-26,1923-09-30,77,72,1076200
1923,AL,NYA,NYC16,1923-04-18,1923-10-07,76,68,1404531
1923,AL,PHA,PHI11,1923-04-18,1923-10-03,75,34,450500
1923,NL,PHI,PHI09,1923-04-26,1923-09-29,75,42,141003
1923,NL,PIT,PIT06,1923-04-25,1923-09-26,77,51,600100
1923,AL,SLA,STL07,1923-04-18,1923-10-04,78,65,498000
1923,NL,SLN,STL07,1923-04-25,1923-10-07,78,63,396000
1923,AL,WS1,WAS09,1923-04-26,1923-10-07,79,36,293996
1924,AL,BOS,BOS07,1924-04-15,1924-09-30,77,44,435500
1924,NL,BRO,NYC15,1924-04-20,1924-09-28,77,72,943000
1924,NL,BSN,BOS08,1924-04-23,1924-09-24,76,47,222200
1924,AL,CHA,CHI10,1924-04-15,1924-09-29,77,47,637500
1924,NL,CHN,CHI11,1924-04-23,1924-09-29,78,61,726236
1924,NL,CIN,CIN07,1924-04-15,1924-09-27,76,66,464419
1924,AL,CLE,CLE06,1924-04-23,1924-09-27,75,26,232500
1924,AL,DET,DET04,1924-04-15,1924-09-23,78,40,735940
1924,NL,NY1,NYC14,1924-04-15,1924-09-28,77,66,1129500
1924,AL,NYA,NYC16,1924-04-23,1924-09-07,78,64,1392584
1924,AL,PHA,PHI11,1924-04-23,1924-09-27,75,37,372000
1924,NL,PHI,PHI09,1924-04-15,1924-09-25,76,49,329700
1924,NL,PIT,PIT06,1924-04-24,1924-09-27,77,67,723700
1924,AL,SLA,STL07,1924-04-23,1924-09-24,78,63,586500
1924,NL,SLN,STL07,1924-04-15,1924-09-28,77,56,290000
1924,AL,WS1,WAS09,1924-04-15,1924-09-07,79,40,482581
1925,AL,BOS,BOS07,1925-04-22,1925-10-02,75,51,245000
1925,NL,BRO,NYC15,1925-04-14,1925-10-03,77,67,761500
1925,NL,BSN,BOS08,1925-04-14,1925-09-12,76,57,386500
1925,AL,CHA,CHI10,1925-04-22,1925-10-04,77,47,821500
1925,NL,CHN,CHI11,1925-04-14,1925-10-04,77,60,629500
1925,NL,CIN,CIN07,1925-04-14,1925-10-04,76,69,509834
1925,AL,CLE,CLE06,1925-04-22,1925-09-08,77,27,193116
1925,AL,DET,DET04,1925-04-14,1925-09-13,77,42,582373
1925,NL,NY1,NYC14,1925-04-22,1925-09-12,76,64,962000
1925,AL,NYA,NYC16,1925-04-14,1925-10-03,79,68,916500
1925,AL,PHA,PHI11,1925-04-14,1925-10-02,77,57,985700
1925,NL,PHI,PHI09,1925-04-22,1925-10-03,77,55,353400
1925,NL,PIT,PIT06,1925-04-22,1925-09-26,77,69,827353
1925,AL,SLA,STL07,1925-04-14,1925-10-04,78,65,439100
1925,NL,SLN,STL07,1925-04-22,1925-09-28,76,60,423000
1925,AL,WS1,WAS09,1925-04-22,1925-09-27,76,41,655000
1926,AL,BOS,BOS07,1926-04-13,1926-09-04,77,49,280161
1926,NL,BRO,NYC15,1926-04-18,1926-09-26,76,69,752000
1926,NL,BSN,BOS08,1926-04-21,1926-09-29,77,44,291500
1926,AL,CHA,CHI10,1926-04-13,1926-09-26,79,51,642300
1926,NL,CHN,CHI11,1926-04-21,1926-09-05,78,65,932700
1926,NL,CIN,CIN07,1926-04-13,1926-09-26,77,73,675101
1926,AL,CLE,CLE06,1926-04-21,1926-09-27,80,28,380500
1926,AL,DET,DET04,1926-04-13,1926-09-26,81,37,519665
1926,NL,NY1,NYC14,1926-04-13,1926-09-26,76,62,864768
1926,AL,NYA,NYC16,1926-04-21,1926-09-09,75,68,1338500
1926,AL,PHA,PHI11,1926-04-21,1926-09-04,71,45,691500
1926,NL,PHI,PHI09,1926-04-13,1926-09-25,76,44,236013
1926,NL,PIT,PIT06,1926-04-22,1926-09-11,79,67,784489
1926,AL,SLA,STL07,1926-04-21,1926-09-26,79,26,156950
1926,NL,SLN,STL07,1926-04-13,1926-09-01,79,70,738299
1926,AL,WS1,WAS09,1926-04-13,1926-09-06,74,39,447900
1927,AL,BOS,BOS07,1927-04-21,1927-09-28,78,40,263500
1927,NL,BRO,NYC15,1927-04-17,1927-10-02,74,62,791600
1927,NL,BSN,BOS08,1927-04-12,1927-10-01,74,48,305800
1927,AL,CHA,CHI10,1927-04-20,1927-10-02,75,50,748000
1927,NL,CHN,CHI11,1927-04-12,1927-09-27,78,69,1334800
1927,NL,CIN,CIN07,1927-04-12,1927-10-02,80,67,444064
1927,AL,CLE,CLE06,1927-04-12,1927-09-26,77,24,202500
1927,AL,DET,DET04,1927-04-20,1927-10-02,78,35,519735
1927,NL,NY1,NYC14,1927-04-20,1927-10-02,74,59,1234500
1927,AL,NYA,NYC16,1927-04-12,1927-10-01,77,65,1442141
1927,AL,PHA,PHI11,1927-04-20,1927-10-01,77,43,656000
1927,NL,PHI,PHI09,1927-04-12,1927-09-28,66,40,287200
1927,NL,PHI,PHI11,1927-05-16,1927-05-28,12,8,73000
1927,NL,PIT,PIT06,1927-04-21,1927-09-24,79,66,860939
1927,AL,SLA,STL07,1927-04-15,1927-09-30,78,61,277827
1927,NL,SLN,STL07,1927-04-20,1927-10-02,80,68,879845
1927,AL,WS1,WAS09,1927-04-12,1927-10-02,79,24,279474
1928,AL,BOS,BOS07,1928-04-11,1928-09-08,74,56,404970
1928,NL,BRO,NYC15,1928-04-11,1928-09-30,77,67,760366
1928,NL,BSN,BOS08,1928-04-21,1928-09-29,76,50,304100
1928,AL,CHA,CHI10,1928-04-11,1928-09-30,78,54,593300
1928,NL,CHN,CHI11,1928-04-18,1928-09-13,77,67,1347527
1928,NL,CIN,CIN07,1928-04-11,1928-09-30,78,73,489120
1928,AL,CLE,CLE06,1928-04-18,1928-09-30,77,55,330650
1928,AL,DET,DET04,1928-04-11,1928-09-30,77,43,371800
1928,NL,NY1,NYC14,1928-04-11,1928-09-30,77,65,1169000
1928,AL,NYA,NYC16,1928-04-20,1928-09-12,77,58,1364265
1928,AL,PHA,PHI11,1928-04-11,1928-09-01,77,61,917500
1928,NL,PHI,PHI09,1928-04-19,1928-09-27,75,55,218866
1928,NL,PIT,PIT06,1928-04-19,1928-09-15,77,69,503550
1928,AL,SLA,STL07,1928-04-18,1928-09-30,77,66,435400
1928,NL,SLN,STL07,1928-04-11,1928-09-12,77,69,869869
1928,AL,WS1,WAS09,1928-04-10,1928-09-10,80,55,393000
1929,AL,BOS,BOS07,1929-04-23,1929-09-28,61,56,281350
1929,AL,BOS,BOS08,1929-04-28,1929-09-29,17,15,209500
1929,NL,BRO,NYC15,1929-04-21,1929-09-29,77,67,890500
1929,NL,BSN,BOS08,1929-04-18,1929-10-06,77,66,508370
1929,AL,CHA,CHI10,1929-04-25,1929-10-06,76,69,565550
1929,NL,CHN,CHI11,1929-04-16,1929-10-06,78,74,1700000
1929,NL,CIN,CIN07,1929-04-16,1929-10-06,78,73,311312
1929,AL,CLE,CLE06,1929-04-16,1929-09-29,76,63,559500
1929,AL,DET,DET04,1929-04-24,1929-09-29,77,68,860252
1929,NL,NY1,NYC14,1929-04-23,1929-09-29,77,67,1143500
1929,AL,NYA,NYC16,1929-04-18,1929-10-06,77,65,1355596
1929,AL,PHA,PHI11,1929-04-23,1929-09-21,74,67,1087000
1929,NL,PHI,PHI09,1929-04-18,1929-10-05,76,66,379200
1929,NL,PIT,PIT06,1929-04-24,1929-10-05,76,68,545000
1929,AL,SLA,STL07,1929-04-16,1929-10-06,77,70,293465
1929,NL,SLN,STL07,1929-04-26,1929-09-29,77,66,506550
1929,AL,WS1,WAS09,1929-04-17,1929-10-06,78,70,441400
1930,AL,BOS,BOS07,1930-04-15,1930-09-27,56,52,324000
1930,AL,BOS,BOS08,1930-04-19,1930-09-28,20,15,227200
1930,NL,BRO,NYC15,1930-04-15,1930-09-28,77,70,1250500
1930,NL,BSN,BOS08,1930-04-25,1930-09-22,77,60,561960
1930,AL,CHA,CHI10,1930-04-17,1930-09-21,78,64,530500
1930,NL,CHN,CHI11,1930-04-22,1930-09-28,79,74,1676000
1930,NL,CIN,CIN07,1930-04-15,1930-09-02,77,63,402226
1930,AL,CLE,CLE06,1930-04-22,1930-09-28,77,65,564326
1930,AL,DET,DET04,1930-04-15,1930-09-28,78,73,681571
1930,NL,NY1,NYC14,1930-04-15,1930-09-28,77,67,1192500
1930,AL,NYA,NYC16,1930-04-22,1930-09-07,76,62,1402500
1930,AL,PHA,PHI11,1930-04-15,1930-09-27,76,65,742000
1930,NL,PHI,PHI09,1930-04-22,1930-09-24,77,65,371200
1930,NL,PIT,PIT06,1930-04-25,1930-09-24,77,67,404000
1930,AL,SLA,STL07,1930-04-22,1930-09-21,78,71,190300
1930,NL,SLN,STL07,1930-04-15,1930-09-28,77,64,583788
1930,AL,WS1,WAS09,1930-04-14,1930-09-28,77,68,726200
1931,AL,BOS,BOS07,1931-04-22,1931-09-22,65,51,298318
1931,AL,BOS,BOS08,1931-05-31,1931-09-13,15,10,145128
1931,NL,BRO,NYC15,1931-04-19,1931-09-27,76,58,903316
1931,NL,BSN,BOS08,1931-04-14,1931-09-27,78,58,619500
1931,AL,CHA,CHI10,1931-04-22,1931-09-06,77,66,574961
1931,NL,CHN,CHI11,1931-04-14,1931-09-27,77,71,1256500
1931,NL,CIN,CIN07,1931-04-14,1931-09-27,77,60,321200
1931,AL,CLE,CLE06,1931-04-14,1931-09-27,76,60,562661
1931,AL,DET,DET04,1931-04-23,1931-09-23,77,70,480955
1931,NL,NY1,NYC14,1931-04-22,1931-09-08,78,58,957000
1931,AL,NYA,NYC16,1931-04-14,1931-09-27,77,64,1182876
1931,AL,PHA,PHI11,1931-04-22,1931-09-25,75,64,613500
1931,NL,PHI,PHI09,1931-04-14,1931-09-05,76,57,356300
1931,NL,PIT,PIT06,1931-04-24,1931-09-24,78,68,315600
1931,AL,SLA,STL07,1931-04-14,1931-09-27,77,59,237200
1931,NL,SLN,STL07,1931-04-22,1931-09-22,78,66,655195
1931,AL,WS1,WAS09,1931-04-14,1931-09-27,79,71,520450
1932,AL,BOS,BOS07,1932-04-13,1932-09-25,71,60,209400
1932,AL,BOS,BOS08,1932-04-19,1932-05-29,6,5,34000
1932,NL,BRO,NYC15,1932-04-12,1932-09-25,78,62,847000
1932,NL,BSN,BOS08,1932-04-21,1932-09-18,77,60,606431
1932,AL,CHA,CHI10,1932-04-12,1932-09-19,77,54,537700
1932,NL,CHN,CHI11,1932-04-20,1932-09-25,77,67,1222500
1932,NL,CIN,CIN07,1932-04-12,1932-09-18,77,65,352842
1932,AL,CLE,CLE06,1932-04-20,1932-07-30,45,29,230093
1932,AL,CLE,CLE07,1932-07-31,1932-09-25,32,16,202475
1932,AL,DET,DET04,1932-04-13,1932-09-25,78,57,469411
1932,NL,NY1,NYC14,1932-04-12,1932-09-25,77,60,527100
1932,AL,NYA,NYC16,1932-04-20,1932-09-05,77,65,1149246
1932,AL,PHA,PHI11,1932-04-12,1932-09-24,77,53,405000
1932,NL,PHI,PHI09,1932-04-20,1932-09-20,77,59,322500
1932,NL,PIT,PIT06,1932-04-20,1932-09-05,76,64,338700
1932,AL,SLA,STL07,1932-04-20,1932-09-18,75,60,191100
1932,NL,SLN,STL07,1932-04-12,1932-09-25,79,66,330494
1932,AL,WS1,WAS09,1932-04-11,1932-09-25,77,54,408800
1933,AL,BOS,BOS07,1933-04-21,1933-09-24,72,61,356573
1933,NL,BRO,NYC15,1933-04-16,1933-10-01,80,58,637900
1933,NL,BSN,BOS08,1933-04-16,1933-10-01,77,57,666100
1933,AL,CHA,CHI10,1933-04-19,1933-10-01,77,50,552398
1933,NL,CHN,CHI11,1933-04-12,1933-09-24,79,60,778800
1933,NL,CIN,CIN07,1933-04-12,1933-10-01,79,57,248830
1933,AL,CLE,CLE07,1933-04-20,1933-09-24,77,48,489200
1933,AL,DET,DET04,1933-04-12,1933-10-01,78,45,327400
1933,NL,NY1,NYC14,1933-04-20,1933-09-27,77,60,644500
1933,AL,NYA,NYC16,1933-04-13,1933-10-01,75,62,931970
1933,AL,PHA,PHI11,1933-04-20,1933-09-30,76,54,372200
1933,NL,PHI,PHI09,1933-04-13,1933-09-26,72,43,230800
1933,NL,PIT,PIT06,1933-04-21,1933-09-20,77,53,321200
1933,AL,SLA,STL07,1933-04-12,1933-09-03,77,61,158200
1933,NL,SLN,STL07,1933-04-20,1933-10-01,77,64,321850
1933,AL,WS1,WAS09,1933-04-12,1933-10-01,76,51,426500
1934,AL,BOS,BOS07,1934-04-17,1934-09-30,77,62,764495
1934,NL,BRO,NYC15,1934-04-17,1934-09-26,77,64,536614
1934,NL,BSN,BOS08,1934-04-24,1934-09-23,75,58,372200
1934,AL,CHA,CHI10,1934-04-17,1934-09-23,75,47,332600
1934,NL,CHN,CHI11,1934-04-24,1934-09-30,77,64,846738
1934,NL,CIN,CIN07,1934-04-17,1934-09-23,78,56,261860
1934,AL,CLE,CLE06,1934-04-17,1934-09-30,78,44,370250
1934,AL,DET,DET04,1934-04-24,1934-09-30,80,63,933411
1934,NL,NY1,NYC14,1934-04-17,1934-09-30,75,67,810925
1934,AL,NYA,NYC16,1934-04-24,1934-09-24,77,62,985296
1934,AL,PHA,PHI11,1934-04-17,1934-09-26,76,59,344176
1934,NL,PHI,PHI09,1934-04-24,1934-09-30,71,47,237500
1934,NL,PIT,PIT06,1934-04-24,1934-09-23,78,60,368200
1934,AL,SLA,STL07,1934-04-24,1934-09-23,76,59,172250
1934,NL,SLN,STL07,1934-04-17,1934-09-30,77,69,395112
1934,AL,WS1,WAS09,1934-04-24,1934-09-30,76,38,280064
1935,AL,BOS,BOS07,1935-04-23,1935-09-25,79,63,695827
1935,NL,BRO,NYC15,1935-04-23,1935-09-29,77,61,501138
1935,NL,BSN,BOS08,1935-04-16,1935-09-29,75,52,292474
1935,AL,CHA,CHI10,1935-04-23,1935-09-29,77,46,538700
1935,NL,CHN,CHI11,1935-04-16,1935-09-22,77,63,763389
1935,NL,CIN,CIN07,1935-04-16,1935-09-29,76,68,463358
1935,AL,CLE,CLE06,1935-04-23,1935-09-29,77,41,388000
1935,AL,DET,DET04,1935-04-17,1935-09-22,79,59,1079500
1935,NL,NY1,NYC14,1935-04-23,1935-09-24,79,62,762665
1935,AL,NYA,NYC16,1935-04-16,1935-09-29,74,60,816224
1935,AL,PHA,PHI11,1935-04-23,1935-09-29,72,42,265733
1935,NL,PHI,PHI09,1935-04-16,1935-09-23,79,43,247347
1935,NL,PIT,PIT06,1935-04-17,1935-09-19,77,58,382232
1935,AL,SLA,STL07,1935-04-16,1935-08-31,76,57,135000
1935,NL,SLN,STL07,1935-04-23,1935-09-29,77,64,578864
1935,AL,WS1,WAS09,1935-04-17,1935-09-24,77,37,208600
1936,AL,BOS,BOS07,1936-04-14,1936-09-27,77,64,728196
1936,NL,BRO,NYC15,1936-04-17,1936-09-24,79,64,523601
1936,NL,BSN,BOS08,1936-04-17,1936-09-25,79,64,436345
1936,AL,CHA,CHI10,1936-04-14,1936-09-26,75,53,564100
1936,NL,CHN,CHI11,1936-04-17,1936-09-24,77,68,867864
1936,NL,CIN,CIN07,1936-04-14,1936-09-27,76,63,485417
1936,AL,CLE,CLE06,1936-04-14,1936-09-27,80,48,464450
1936,AL,CLE,CLE07,1936-08-02,1936-08-02,1,1,65342
1936,AL,DET,DET04,1936-04-17,1936-09-23,77,72,941869
1936,NL,NY1,NYC14,1936-04-14,1936-09-27,78,67,1002958
1936,AL,NYA,NYC16,1936-04-17,1936-09-24,77,65,1160776
1936,AL,PHA,PHI11,1936-04-17,1936-09-25,77,44,299460
1936,NL,PHI,PHI09,1936-04-14,1936-09-27,78,54,304700
1936,NL,PIT,PIT06,1936-04-19,1936-09-20,76,63,444555
1936,AL,SLA,STL07,1936-04-17,1936-09-20,77,62,152109
1936,NL,SLN,STL07,1936-04-14,1936-09-27,77,67,558056
1936,AL,WS1,WAS09,1936-04-14,1936-09-27,77,55,433835
1937,AL,BOS,BOS07,1937-04-24,1937-09-27,74,58,595108
1937,NL,BRO,NYC15,1937-04-20,1937-10-03,76,63,489437
1937,NL,BSN,BOS08,1937-04-19,1937-10-03,76,60,454857
1937,AL,CHA,CHI10,1937-04-23,1937-09-30,77,63,742000
1937,NL,CHN,CHI11,1937-04-20,1937-10-03,78,68,1003386
1937,NL,CIN,CIN07,1937-04-20,1937-09-30,80,65,449908
1937,AL,CLE,CLE06,1937-04-23,1937-09-27,63,55,402600
1937,AL,CLE,CLE07,1937-05-30,1937-09-06,15,10,319884
1937,AL,DET,DET04,1937-04-20,1937-10-03,77,68,1152400
1937,NL,NY1,NYC14,1937-04-23,1937-09-27,75,64,1022006
1937,AL,NYA,NYC16,1937-04-20,1937-10-03,79,66,1118444
1937,AL,PHA,PHI11,1937-04-20,1937-10-03,79,65,523065
1937,NL,PHI,PHI09,1937-04-23,1937-09-30,74,59,294228
1937,NL,PIT,PIT06,1937-04-23,1937-10-03,78,68,517893
1937,AL,SLA,STL07,1937-04-21,1937-10-03,78,62,167437
1937,NL,SLN,STL07,1937-04-23,1937-09-26,80,67,548941
1937,AL,WS1,WAS09,1937-04-19,1937-09-30,80,70,551207
1938,AL,BOS,BOS07,1938-04-18,1938-10-02,75,64,695700
1938,NL,BRO,NYC15,1938-04-22,1938-09-29,74,59,746937
1938,NL,BSN,BOS08,1938-04-23,1938-09-28,75,58,415888
1938,AL,CHA,CHI10,1938-04-19,1938-10-02,73,56,387500
1938,NL,CHN,CHI11,1938-04-22,1938-09-29,77,66,1064791
1938,NL,CIN,CIN07,1938-04-19,1938-10-02,77,65,736180
1938,AL,CLE,CLE06,1938-04-20,1938-10-01,58,55,361674
1938,AL,CLE,CLE07,1938-04-19,1938-10-02,18,13,510109
1938,AL,DET,DET04,1938-04-22,1938-09-29,79,67,891850
1938,NL,NY1,NYC14,1938-04-19,1938-10-02,73,65,876232
1938,AL,NYA,NYC16,1938-04-22,1938-09-28,79,64,1096011
1938,AL,PHA,PHI11,1938-04-23,1938-09-29,76,61,516418
1938,NL,PHI,PHI09,1938-04-19,1938-06-30,28,25,88359
1938,NL,PHI,PHI11,1938-07-04,1938-10-02,47,33,109419
1938,NL,PIT,PIT06,1938-04-22,1938-09-25,78,69,708653
1938,AL,SLA,STL07,1938-04-22,1938-09-25,77,61,180279
1938,NL,SLN,STL07,1938-04-19,1938-10-02,81,69,365975
1938,AL,WS1,WAS09,1938-04-18,1938-10-02,78,71,684800
1939,AL,BOS,BOS07,1939-04-21,1939-09-24,75,61,585800
1939,NL,BRO,NYC15,1939-04-18,1939-10-01,78,64,1042021
1939,NL,BSN,BOS08,1939-04-19,1939-10-01,73,61,332635
1939,AL,CHA,CHI10,1939-04-22,1939-09-27,77,63,746500
1939,NL,CHN,CHI11,1939-04-24,1939-10-01,80,69,828205
1939,NL,CIN,CIN07,1939-04-17,1939-09-28,81,68,981698
1939,AL,CLE,CLE06,1939-04-24,1939-09-24,47,42,229600
1939,AL,CLE,CLE07,1939-04-21,1939-09-04,30,24,493889
1939,AL,DET,DET04,1939-04-18,1939-10-01,78,69,927496
1939,NL,NY1,NYC14,1939-04-21,1939-09-26,74,64,772243
1939,AL,NYA,NYC16,1939-04-20,1939-09-30,77,65,938006
1939,AL,PHA,PHI11,1939-04-20,1939-09-30,76,63,550448
1939,NL,PHI,PHI11,1939-04-21,1939-09-28,74,58,372686
1939,NL,PIT,PIT06,1939-04-18,1939-10-01,77,63,426120
1939,AL,SLA,STL07,1939-04-29,1939-10-01,78,59,141443
1939,NL,SLN,STL07,1939-04-21,1939-09-24,79,67,424908
1939,AL,WS1,WAS09,1939-04-21,1939-09-28,77,68,455050
1940,AL,BOS,BOS07,1940-04-19,1940-09-29,79,65,721200
1940,NL,BRO,NYC15,1940-04-19,1940-09-26,81,63,994444
1940,NL,BSN,BOS08,1940-04-16,1940-09-23,75,56,305655
1940,AL,CHA,CHI10,1940-04-16,1940-09-29,78,66,731977
1940,NL,CHN,CHI11,1940-04-19,1940-09-26,77,66,610011
1940,NL,CIN,CIN07,1940-04-16,1940-09-29,77,64,856586
1940,AL,CLE,CLE06,1940-04-25,1940-08-17,33,33,227448
1940,AL,CLE,CLE07,1940-04-19,1940-09-29,49,40,833862
1940,AL,DET,DET04,1940-04-16,1940-09-25,79,68,1163422
1940,NL,NY1,NYC14,1940-04-16,1940-09-29,76,64,814235
1940,AL,NYA,NYC16,1940-04-19,1940-09-24,76,63,1109200
1940,AL,PHA,PHI11,1940-04-16,1940-09-27,71,59,560988
1940,NL,PHI,PHI11,1940-04-23,1940-09-29,79,63,288177
1940,NL,PIT,PIT06,1940-04-22,1940-09-23,75,58,562131
1940,AL,SLA,STL07,1940-04-20,1940-09-22,77,64,274319
1940,NL,SLN,STL07,1940-04-16,1940-09-29,77,59,361043
1940,AL,WS1,WAS09,1940-04-16,1940-09-29,77,66,484400
1941,AL,BOS,BOS07,1941-04-15,1941-09-21,77,65,771562
1941,NL,BRO,NYC15,1941-04-15,1941-09-28,79,68,1236926
