yearID,lgID,teamID,franchID,divID,Rank,Ghome,DivWin,WCWin,LgWin,WSWin,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro
1969,NL,CIN,CIN,W,3,81,N,,N,N,Cincinnati Reds,Crosley Field,987991,105,105,CIN,CIN,CIN
1969,AL,CLE,CLE,E,6,81,N,,N,N,Cleveland Indians,Cleveland Stadium,619970,103,103,CLE,CLE,CLE
1969,AL,DET,DET,E,2,81,N,,N,N,Detroit Tigers,Tiger Stadium,1577481,105,104,DET,DET,DET
1969,NL,HOU,HOU,W,5,81,N,,N,N,Houston Astros,Astrodome,1442995,98,98,HOU,HOU,HOU
1969,AL,KCA,KCR,W,4,82,N,,N,N,Kansas City Royals,Municipal Stadium II,902414,100,101,KCR,KCA,KCA
1969,NL,LAN,LAD,W,4,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1784527,93,92,LAD,LAN,LAN
1969,AL,MIN,MIN,W,1,81,Y,,N,N,Minnesota Twins,Metropolitan Stadium,1349328,104,102,MIN,MIN,MIN
1969,NL,MON,WSN,E,6,81,N,,N,N,Montreal Expos,Jarry Park,1212608,100,102,MON,MON,MON
1969,AL,NYA,NYY,E,5,80,N,,N,N,New York Yankees,Yankee Stadium I,1067996,96,96,NYY,NYA,NYA
1969,NL,NYN,NYM,E,1,82,Y,,Y,Y,New York Mets,Shea Stadium,2175373,102,101,NYM,NYN,NYN
1969,AL,OAK,OAK,W,2,81,N,,N,N,Oakland Athletics,Oakland Coliseum,778232,95,95,OAK,OAK,OAK
1969,NL,PHI,PHI,E,5,81,N,,N,N,Philadelphia Phillies,Connie Mack Stadium,519414,98,99,PHI,PHI,PHI
1969,NL,PIT,PIT,E,3,81,N,,N,N,Pittsburgh Pirates,Forbes Field,769369,98,97,PIT,PIT,PIT
1969,NL,SDN,SDP,W,6,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,512970,96,98,SDP,SDN,SDN
1969,AL,SE1,MIL,W,6,82,N,,N,N,Seattle Pilots,Sicks Stadium,677944,97,100,SEP,SE1,SE1
1969,NL,SFN,SFG,W,2,81,N,,N,N,San Francisco Giants,Candlestick Park,873603,99,98,SFG,SFN,SFN
1969,NL,SLN,STL,E,4,80,N,,N,N,St. Louis Cardinals,Busch Stadium II,1682783,100,99,STL,SLN,SLN
1969,AL,WS2,TEX,E,4,81,N,,N,N,Washington Senators,R.F.K. Stadium,918106,94,95,WSA,WS2,WS2
1970,NL,ATL,ATL,W,5,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1078848,106,106,ATL,ATL,ATL
1970,AL,BAL,BAL,E,1,81,Y,,Y,Y,Baltimore Orioles,Memorial Stadium,1057069,101,98,BAL,BAL,BAL
1970,AL,BOS,BOS,E,3,81,N,,N,N,Boston Red Sox,Fenway Park II,1595278,108,107,BOS,BOS,BOS
1970,AL,CAL,ANA,W,3,81,N,,N,N,California Angels,Anaheim Stadium,1077741,96,97,CAL,CAL,CAL
1970,AL,CHA,CHW,W,6,84,N,,N,N,Chicago White Sox,Comiskey Park,495355,101,102,CHW,CHA,CHA
1970,NL,CHN,CHC,E,2,80,N,,N,N,Chicago Cubs,Wrigley Field,1642705,111,110,CHC,CHN,CHN
1970,NL,CIN,CIN,W,1,81,Y,,Y,N,Cincinnati Reds,Crosley Field/Riverfront Stadium,1803568,104,103,CIN,CIN,CIN
1970,AL,CLE,CLE,E,5,81,N,,N,N,Cleveland Indians,Cleveland Stadium,729752,104,105,CLE,CLE,CLE
1970,AL,DET,DET,E,4,81,N,,N,N,Detroit Tigers,Tiger Stadium,1501293,101,101,DET,DET,DET
1970,NL,HOU,HOU,W,4,81,N,,N,N,Houston Astros,Astrodome,1253444,96,96,HOU,HOU,HOU
1970,AL,KCA,KCR,W,4,79,N,,N,N,Kansas City Royals,Municipal Stadium II,693047,99,100,KCR,KCA,KCA
1970,NL,LAN,LAD,W,2,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1697142,95,94,LAD,LAN,LAN
1970,AL,MIN,MIN,W,1,81,Y,,N,N,Minnesota Twins,Metropolitan Stadium,1261887,103,102,MIN,MIN,MIN
1970,AL,ML4,MIL,W,4,81,N,,N,N,Milwaukee Brewers,County Stadium,933690,100,101,MIL,MIL,MIL
1970,NL,MON,WSN,E,6,80,N,,N,N,Montreal Expos,Jarry Park,1424683,99,101,MON,MON,MON
1970,AL,NYA,NYY,E,2,81,N,,N,N,New York Yankees,Yankee Stadium I,1136879,95,95,NYY,NYA,NYA
1970,NL,NYN,NYM,E,3,82,N,,N,N,New York Mets,Shea Stadium,2697479,100,99,NYM,NYN,NYN
1970,AL,OAK,OAK,W,2,81,N,,N,N,Oakland Athletics,Oakland Coliseum,778355,97,95,OAK,OAK,OAK
1970,NL,PHI,PHI,E,5,80,N,,N,N,Philadelphia Phillies,Connie Mack Stadium,708247,98,99,PHI,PHI,PHI
1970,NL,PIT,PIT,E,1,82,Y,,N,N,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium,1341947,97,96,PIT,PIT,PIT
1970,NL,SDN,SDP,W,6,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,643679,96,98,SDP,SDN,SDN
1970,NL,SFN,SFG,W,3,81,N,,N,N,San Francisco Giants,Candlestick Park,740720,100,99,SFG,SFN,SFN
1970,NL,SLN,STL,E,4,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1629736,103,102,STL,SLN,SLN
1970,AL,WS2,TEX,E,6,81,N,,N,N,Washington Senators,R.F.K. Stadium,824789,95,95,WSA,WS2,WS2
1971,NL,ATL,ATL,W,3,82,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,1006320,106,107,ATL,ATL,ATL
1971,AL,BAL,BAL,E,1,77,Y,,Y,N,Baltimore Orioles,Memorial Stadium,1023037,99,97,BAL,BAL,BAL
1971,AL,BOS,BOS,E,3,80,N,,N,N,Boston Red Sox,Fenway Park II,1678732,108,108,BOS,BOS,BOS
1971,AL,CAL,ANA,W,4,81,N,,N,N,California Angels,Anaheim Stadium,926373,93,93,CAL,CAL,CAL
1971,AL,CHA,CHW,W,3,81,N,,N,N,Chicago White Sox,Comiskey Park,833891,104,104,CHW,CHA,CHA
1971,NL,CHN,CHC,E,3,81,N,,N,N,Chicago Cubs,Wrigley Field,1653007,113,113,CHC,CHN,CHN
1971,NL,CIN,CIN,W,4,81,N,,N,N,Cincinnati Reds,Riverfront Stadium,1501122,95,94,CIN,CIN,CIN
1971,AL,CLE,CLE,E,6,81,N,,N,N,Cleveland Indians,Cleveland Stadium,591361,109,110,CLE,CLE,CLE
1971,AL,DET,DET,E,2,81,N,,N,N,Detroit Tigers,Tiger Stadium,1591073,105,105,DET,DET,DET
1971,NL,HOU,HOU,W,4,81,N,,N,N,Houston Astros,Astrodome,1261589,98,97,HOU,HOU,HOU
1971,AL,KCA,KCR,W,2,81,N,,N,N,Kansas City Royals,Municipal Stadium II,910784,99,99,KCR,KCA,KCA
1971,NL,LAN,LAD,W,2,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2064594,94,93,LAD,LAN,LAN
1971,AL,MIN,MIN,W,5,79,N,,N,N,Minnesota Twins,Metropolitan Stadium,940858,103,102,MIN,MIN,MIN
1971,AL,ML4,MIL,W,6,82,N,,N,N,Milwaukee Brewers,County Stadium,731531,98,100,MIL,MIL,MIL
1971,NL,MON,WSN,E,5,80,N,,N,N,Montreal Expos,Jarry Park,1290963,100,101,MON,MON,MON
1971,AL,NYA,NYY,E,4,81,N,,N,N,New York Yankees,Yankee Stadium I,1070771,94,94,NYY,NYA,NYA
1971,NL,NYN,NYM,E,3,81,N,,N,N,New York Mets,Shea Stadium,2266680,98,98,NYM,NYN,NYN
1971,AL,OAK,OAK,W,1,81,Y,,N,N,Oakland Athletics,Oakland Coliseum,914993,98,97,OAK,OAK,OAK
1971,NL,PHI,PHI,E,6,81,N,,N,N,Philadelphia Phillies,Veterans Stadium,1511223,100,102,PHI,PHI,PHI
1971,NL,PIT,PIT,E,1,80,Y,,Y,Y,Pittsburgh Pirates,Three Rivers Stadium,1501132,102,100,PIT,PIT,PIT
1971,NL,SDN,SDP,W,6,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,557513,93,95,SDP,SDN,SDN
1971,NL,SFN,SFG,W,1,81,Y,,N,N,San Francisco Giants,Candlestick Park,1106043,99,99,SFG,SFN,SFN
1971,NL,SLN,STL,E,2,82,N,,N,N,St. Louis Cardinals,Busch Stadium II,1604671,104,104,STL,SLN,SLN
1971,AL,WS2,TEX,E,5,81,N,,N,N,Washington Senators,R.F.K. Stadium,655156,94,95,WSA,WS2,WS2
1972,NL,ATL,ATL,W,4,78,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,752973,109,110,ATL,ATL,ATL
1972,AL,BAL,BAL,E,3,77,N,,N,N,Baltimore Orioles,Memorial Stadium,899950,103,101,BAL,BAL,BAL
1972,AL,BOS,BOS,E,2,78,N,,N,N,Boston Red Sox,Fenway Park II,1441718,106,106,BOS,BOS,BOS
1972,AL,CAL,ANA,W,5,80,N,,N,N,California Angels,Anaheim Stadium,744190,94,95,CAL,CAL,CAL
1972,AL,CHA,CHW,W,2,78,N,,N,N,Chicago White Sox,Comiskey Park,1177318,103,103,CHW,CHA,CHA
1972,NL,CHN,CHC,E,2,77,N,,N,N,Chicago Cubs,Wrigley Field,1299163,110,110,CHC,CHN,CHN
1972,NL,CIN,CIN,W,1,76,Y,,Y,N,Cincinnati Reds,Riverfront Stadium,1611459,94,93,CIN,CIN,CIN
1972,AL,CLE,CLE,E,5,77,N,,N,N,Cleveland Indians,Cleveland Stadium,626354,104,106,CLE,CLE,CLE
1972,AL,DET,DET,E,1,78,Y,,N,N,Detroit Tigers,Tiger Stadium,1892386,103,103,DET,DET,DET
1972,NL,HOU,HOU,W,3,77,N,,N,N,Houston Astros,Astrodome,1469247,98,97,HOU,HOU,HOU
1972,AL,KCA,KCR,W,4,77,N,,N,N,Kansas City Royals,Municipal Stadium II,707656,99,98,KCR,KCA,KCA
1972,NL,LAN,LAD,W,2,75,N,,N,N,Los Angeles Dodgers,Dodger Stadium,1860858,98,97,LAD,LAN,LAN
1972,AL,MIN,MIN,W,3,74,N,,N,N,Minnesota Twins,Metropolitan Stadium,797901,105,105,MIN,MIN,MIN
1972,AL,ML4,MIL,E,6,79,N,,N,N,Milwaukee Brewers,County Stadium,600440,97,98,MIL,MIL,MIL
1972,NL,MON,WSN,E,5,78,N,,N,N,Montreal Expos,Jarry Park,1142145,101,102,MON,MON,MON
1972,AL,NYA,NYY,E,4,77,N,,N,N,New York Yankees,Yankee Stadium I,966328,97,96,NYY,NYA,NYA
1972,NL,NYN,NYM,E,3,78,N,,N,N,New York Mets,Shea Stadium,2134185,97,97,NYM,NYN,NYN
1972,AL,OAK,OAK,W,1,77,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,921323,95,93,OAK,OAK,OAK
1972,NL,PHI,PHI,E,6,79,N,,N,N,Philadelphia Phillies,Veterans Stadium,1343329,102,104,PHI,PHI,PHI
1972,NL,PIT,PIT,E,1,78,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1427460,99,97,PIT,PIT,PIT
1972,NL,SDN,SDP,W,6,80,N,,N,N,San Diego Padres,Jack Murphy Stadium,644273,92,95,SDP,SDN,SDN
1972,NL,SFN,SFG,W,5,77,N,,N,N,San Francisco Giants,Candlestick Park,647744,102,102,SFG,SFN,SFN
1972,NL,SLN,STL,E,4,77,N,,N,N,St. Louis Cardinals,Busch Stadium II,1196894,99,99,STL,SLN,SLN
1972,AL,TEX,TEX,W,6,77,N,,N,N,Texas Rangers,Arlington Stadium,662974,96,98,TEX,TEX,TEX
1973,NL,ATL,ATL,W,5,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,800655,108,108,ATL,ATL,ATL
1973,AL,BAL,BAL,E,1,81,Y,,N,N,Baltimore Orioles,Memorial Stadium,958667,99,98,BAL,BAL,BAL
1973,AL,BOS,BOS,E,2,81,N,,N,N,Boston Red Sox,Fenway Park II,1481002,106,106,BOS,BOS,BOS
1973,AL,CAL,ANA,W,4,81,N,,N,N,California Angels,Anaheim Stadium,1058206,92,92,CAL,CAL,CAL
1973,AL,CHA,CHW,W,5,81,N,,N,N,Chicago White Sox,Comiskey Park,1302527,105,105,CHW,CHA,CHA
1973,NL,CHN,CHC,E,5,80,N,,N,N,Chicago Cubs,Wrigley Field,1351705,107,107,CHC,CHN,CHN
1973,NL,CIN,CIN,W,1,81,Y,,N,N,Cincinnati Reds,Riverfront Stadium,2017601,95,93,CIN,CIN,CIN
1973,AL,CLE,CLE,E,6,81,N,,N,N,Cleveland Indians,Cleveland Stadium,615107,103,104,CLE,CLE,CLE
1973,AL,DET,DET,E,3,81,N,,N,N,Detroit Tigers,Tiger Stadium,1724146,106,107,DET,DET,DET
1973,NL,HOU,HOU,W,4,81,N,,N,N,Houston Astros,Astrodome,1394004,99,99,HOU,HOU,HOU
1973,AL,KCA,KCR,W,2,81,N,,N,N,Kansas City Royals,Royals Stadium,1345341,106,106,KCR,KCA,KCA
1973,NL,LAN,LAD,W,2,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2136192,97,95,LAD,LAN,LAN
1973,AL,MIN,MIN,W,3,81,N,,N,N,Minnesota Twins,Metropolitan Stadium,907499,104,104,MIN,MIN,MIN
1973,AL,ML4,MIL,E,5,81,N,,N,N,Milwaukee Brewers,County Stadium,1092158,97,98,MIL,MIL,MIL
1973,NL,MON,WSN,E,4,81,N,,N,N,Montreal Expos,Jarry Park,1246863,103,104,MON,MON,MON
1973,AL,NYA,NYY,E,4,81,N,,N,N,New York Yankees,Yankee Stadium I,1262103,97,96,NYY,NYA,NYA
1973,NL,NYN,NYM,E,1,81,Y,,Y,N,New York Mets,Shea Stadium,1912390,98,99,NYM,NYN,NYN
1973,AL,OAK,OAK,W,1,81,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,1000763,95,93,OAK,OAK,OAK
1973,NL,PHI,PHI,E,6,81,N,,N,N,Philadelphia Phillies,Veterans Stadium,1475934,102,103,PHI,PHI,PHI
1973,NL,PIT,PIT,E,3,81,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1319913,98,96,PIT,PIT,PIT
1973,NL,SDN,SDP,W,6,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,611826,91,94,SDP,SDN,SDN
1973,NL,SFN,SFG,W,3,81,N,,N,N,San Francisco Giants,Candlestick Park,834193,105,105,SFG,SFN,SFN
1973,NL,SLN,STL,E,2,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1574046,100,100,STL,SLN,SLN
1973,AL,TEX,TEX,W,6,81,N,,N,N,Texas Rangers,Arlington Stadium,686085,95,97,TEX,TEX,TEX
1974,NL,ATL,ATL,W,3,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,981085,104,104,ATL,ATL,ATL
1974,AL,BAL,BAL,E,1,81,Y,,N,N,Baltimore Orioles,Memorial Stadium,962572,97,95,BAL,BAL,BAL
1974,AL,BOS,BOS,E,3,81,N,,N,N,Boston Red Sox,Fenway Park II,1556411,108,107,BOS,BOS,BOS
1974,AL,CAL,ANA,W,6,81,N,,N,N,California Angels,Anaheim Stadium,917269,94,94,CAL,CAL,CAL
1974,AL,CHA,CHW,W,4,82,N,,N,N,Chicago White Sox,Comiskey Park,1149596,103,104,CHW,CHA,CHA
1974,NL,CHN,CHC,E,6,81,N,,N,N,Chicago Cubs,Wrigley Field,1015378,103,105,CHC,CHN,CHN
1974,NL,CIN,CIN,W,2,82,N,,N,N,Cincinnati Reds,Riverfront Stadium,2164307,99,97,CIN,CIN,CIN
1974,AL,CLE,CLE,E,4,81,N,,N,N,Cleveland Indians,Cleveland Stadium,1114262,99,100,CLE,CLE,CLE
1974,AL,DET,DET,E,6,81,N,,N,N,Detroit Tigers,Tiger Stadium,1243080,102,104,DET,DET,DET
1974,NL,HOU,HOU,W,4,81,N,,N,N,Houston Astros,Astrodome,1090728,96,96,HOU,HOU,HOU
1974,AL,KCA,KCR,W,5,81,N,,N,N,Kansas City Royals,Royals Stadium,1173292,105,105,KCR,KCA,KCA
1974,NL,LAN,LAD,W,1,81,Y,,Y,N,Los Angeles Dodgers,Dodger Stadium,2632474,96,94,LAD,LAN,LAN
1974,AL,MIN,MIN,W,3,82,N,,N,N,Minnesota Twins,Metropolitan Stadium,662401,104,104,MIN,MIN,MIN
1974,AL,ML4,MIL,E,5,81,N,,N,N,Milwaukee Brewers,County Stadium,955741,99,99,MIL,MIL,MIL
1974,NL,MON,WSN,E,4,80,N,,N,N,Montreal Expos,Jarry Park,1019134,105,106,MON,MON,MON
1974,AL,NYA,NYY,E,2,81,N,,N,N,New York Yankees,Shea Stadium,1273075,99,98,NYY,NYA,NYA
1974,NL,NYN,NYM,E,5,81,N,,N,N,New York Mets,Shea Stadium,1722209,99,99,NYM,NYN,NYN
1974,AL,OAK,OAK,W,1,81,Y,,Y,Y,Oakland Athletics,Oakland Coliseum,845693,94,92,OAK,OAK,OAK
1974,NL,PHI,PHI,E,3,81,N,,N,N,Philadelphia Phillies,Veterans Stadium,1808648,104,104,PHI,PHI,PHI
1974,NL,PIT,PIT,E,1,81,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1110552,97,95,PIT,PIT,PIT
1974,NL,SDN,SDP,W,6,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,1075399,95,98,SDP,SDN,SDN
1974,NL,SFN,SFG,W,5,81,N,,N,N,San Francisco Giants,Candlestick Park,519987,105,105,SFG,SFN,SFN
1974,NL,SLN,STL,E,2,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1838413,100,100,STL,SLN,SLN
1974,AL,TEX,TEX,W,2,80,N,,N,N,Texas Rangers,Arlington Stadium,1193902,97,98,TEX,TEX,TEX
1975,NL,ATL,ATL,W,5,80,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,534672,103,104,ATL,ATL,ATL
1975,AL,BAL,BAL,E,2,77,N,,N,N,Baltimore Orioles,Memorial Stadium,1002157,94,93,BAL,BAL,BAL
1975,AL,BOS,BOS,E,1,81,Y,,Y,N,Boston Red Sox,Fenway Park II,1748587,110,109,BOS,BOS,BOS
1975,AL,CAL,ANA,W,6,81,N,,N,N,California Angels,Anaheim Stadium,1058163,92,93,CAL,CAL,CAL
1975,AL,CHA,CHW,W,5,81,N,,N,N,Chicago White Sox,Comiskey Park,750802,102,103,CHW,CHA,CHA
1975,NL,CHN,CHC,E,5,81,N,,N,N,Chicago Cubs,Wrigley Field,1034819,104,106,CHC,CHN,CHN
1975,NL,CIN,CIN,W,1,81,Y,,Y,Y,Cincinnati Reds,Riverfront Stadium,2315603,102,99,CIN,CIN,CIN
1975,AL,CLE,CLE,E,4,80,N,,N,N,Cleveland Indians,Cleveland Stadium,977039,99,99,CLE,CLE,CLE
1975,AL,DET,DET,E,6,80,N,,N,N,Detroit Tigers,Tiger Stadium,1058836,104,106,DET,DET,DET
1975,NL,HOU,HOU,W,6,81,N,,N,N,Houston Astros,Astrodome,858002,93,93,HOU,HOU,HOU
1975,AL,KCA,KCR,W,2,81,N,,N,N,Kansas City Royals,Royals Stadium,1151836,103,102,KCR,KCA,KCA
1975,NL,LAN,LAD,W,2,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2539349,96,94,LAD,LAN,LAN
1975,AL,MIN,MIN,W,4,82,N,,N,N,Minnesota Twins,Metropolitan Stadium,737156,102,102,MIN,MIN,MIN
1975,AL,ML4,MIL,E,5,81,N,,N,N,Milwaukee Brewers,County Stadium,1213357,100,101,MIL,MIL,MIL
1975,NL,MON,WSN,E,5,81,N,,N,N,Montreal Expos,Jarry Park,908292,104,106,MON,MON,MON
1975,AL,NYA,NYY,E,3,78,N,,N,N,New York Yankees,Shea Stadium,1288048,99,98,NYY,NYA,NYA
1975,NL,NYN,NYM,E,3,81,N,,N,N,New York Mets,Shea Stadium,1730566,96,95,NYM,NYN,NYN
1975,AL,OAK,OAK,W,1,81,Y,,N,N,Oakland Athletics,Oakland Coliseum,1075518,98,96,OAK,OAK,OAK
1975,NL,PHI,PHI,E,2,81,N,,N,N,Philadelphia Phillies,Veterans Stadium,1909233,104,103,PHI,PHI,PHI
1975,NL,PIT,PIT,E,1,80,Y,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1270018,99,97,PIT,PIT,PIT
1975,NL,SDN,SDP,W,4,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,1281747,94,96,SDP,SDN,SDN
1975,NL,SFN,SFG,W,3,81,N,,N,N,San Francisco Giants,Candlestick Park,522919,104,105,SFG,SFN,SFN
1975,NL,SLN,STL,E,3,82,N,,N,N,St. Louis Cardinals,Busch Stadium II,1695270,104,105,STL,SLN,SLN
1975,AL,TEX,TEX,W,3,80,N,,N,N,Texas Rangers,Arlington Stadium,1127924,99,99,TEX,TEX,TEX
1976,NL,ATL,ATL,W,6,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,818179,106,108,ATL,ATL,ATL
1976,AL,BAL,BAL,E,2,81,N,,N,N,Baltimore Orioles,Memorial Stadium,1058609,94,93,BAL,BAL,BAL
1976,AL,BOS,BOS,E,3,81,N,,N,N,Boston Red Sox,Fenway Park II,1895846,113,112,BOS,BOS,BOS
1976,AL,CAL,ANA,W,4,81,N,,N,N,California Angels,Anaheim Stadium,1006774,93,94,CAL,CAL,CAL
1976,AL,CHA,CHW,W,6,80,N,,N,N,Chicago White Sox,Comiskey Park,914945,101,102,CHW,CHA,CHA
1976,NL,CHN,CHC,E,4,81,N,,N,N,Chicago Cubs,Wrigley Field,1026217,108,109,CHC,CHN,CHN
1976,NL,CIN,CIN,W,1,81,Y,,Y,Y,Cincinnati Reds,Riverfront Stadium,2629708,102,100,CIN,CIN,CIN
1976,AL,CLE,CLE,E,4,79,N,,N,N,Cleveland Indians,Cleveland Stadium,948776,98,98,CLE,CLE,CLE
1976,AL,DET,DET,E,5,80,N,,N,N,Detroit Tigers,Tiger Stadium,1467020,103,105,DET,DET,DET
1976,NL,HOU,HOU,W,3,82,N,,N,N,Houston Astros,Astrodome,886146,91,91,HOU,HOU,HOU
1976,AL,KCA,KCR,W,1,81,Y,,N,N,Kansas City Royals,Royals Stadium,1680265,102,100,KCR,KCA,KCA
1976,NL,LAN,LAD,W,2,81,N,,N,N,Los Angeles Dodgers,Dodger Stadium,2386301,98,97,LAD,LAN,LAN
1976,AL,MIN,MIN,W,3,81,N,,N,N,Minnesota Twins,Metropolitan Stadium,715394,103,102,MIN,MIN,MIN
1976,AL,ML4,MIL,E,6,81,N,,N,N,Milwaukee Brewers,County Stadium,1012164,98,99,MIL,MIL,MIL
1976,NL,MON,WSN,E,6,80,N,,N,N,Montreal Expos,Jarry Park,646704,105,107,MON,MON,MON
1976,AL,NYA,NYY,E,1,80,Y,,Y,N,New York Yankees,Yankee Stadium II,2012434,100,98,NYY,NYA,NYA
1976,NL,NYN,NYM,E,3,82,N,,N,N,New York Mets,Shea Stadium,1468754,94,94,NYM,NYN,NYN
1976,AL,OAK,OAK,W,2,81,N,,N,N,Oakland Athletics,Oakland Coliseum,780593,95,95,OAK,OAK,OAK
1976,NL,PHI,PHI,E,1,81,Y,,N,N,Philadelphia Phillies,Veterans Stadium,2480150,104,102,PHI,PHI,PHI
1976,NL,PIT,PIT,E,2,81,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1025945,100,99,PIT,PIT,PIT
1976,NL,SDN,SDP,W,5,80,N,,N,N,San Diego Padres,Jack Murphy Stadium,1458478,92,94,SDP,SDN,SDN
1976,NL,SFN,SFG,W,4,81,N,,N,N,San Francisco Giants,Candlestick Park,626868,103,103,SFG,SFN,SFN
1976,NL,SLN,STL,E,5,81,N,,N,N,St. Louis Cardinals,Busch Stadium II,1207079,101,101,STL,SLN,SLN
1976,AL,TEX,TEX,W,4,81,N,,N,N,Texas Rangers,Arlington Stadium,1164982,102,102,TEX,TEX,TEX
1977,NL,ATL,ATL,W,6,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,872464,112,114,ATL,ATL,ATL
1977,AL,BAL,BAL,E,2,81,N,,N,N,Baltimore Orioles,Memorial Stadium,1195769,94,94,BAL,BAL,BAL
1977,AL,BOS,BOS,E,2,80,N,,N,N,Boston Red Sox,Fenway Park II,2074549,113,112,BOS,BOS,BOS
1977,AL,CAL,ANA,W,5,81,N,,N,N,California Angels,Anaheim Stadium,1432633,96,96,CAL,CAL,CAL
1977,AL,CHA,CHW,W,3,81,N,,N,N,Chicago White Sox,Comiskey Park,1657135,100,101,CHW,CHA,CHA
1977,NL,CHN,CHC,E,4,81,N,,N,N,Chicago Cubs,Wrigley Field,1439834,111,112,CHC,CHN,CHN
1977,NL,CIN,CIN,W,2,81,N,,N,N,Cincinnati Reds,Riverfront Stadium,2519670,102,101,CIN,CIN,CIN
1977,AL,CLE,CLE,E,5,81,N,,N,N,Cleveland Indians,Cleveland Stadium,900365,96,97,CLE,CLE,CLE
1977,AL,DET,DET,E,4,81,N,,N,N,Detroit Tigers,Tiger Stadium,1359856,105,105,DET,DET,DET
1977,NL,HOU,HOU,W,3,81,N,,N,N,Houston Astros,Astrodome,1109560,91,91,HOU,HOU,HOU
1977,AL,KCA,KCR,W,1,81,Y,,N,N,Kansas City Royals,Royals Stadium,1852603,102,100,KCR,KCA,KCA
1977,NL,LAN,LAD,W,1,81,Y,,Y,N,Los Angeles Dodgers,Dodger Stadium,2955087,100,98,LAD,LAN,LAN
1977,AL,MIN,MIN,W,4,80,N,,N,N,Minnesota Twins,Metropolitan Stadium,1162727,99,99,MIN,MIN,MIN
1977,AL,ML4,MIL,E,6,81,N,,N,N,Milwaukee Brewers,County Stadium,1114938,100,100,MIL,MIL,MIL
1977,NL,MON,WSN,E,5,81,N,,N,N,Montreal Expos,Stade Olympique,1433757,97,97,MON,MON,MON
1977,AL,NYA,NYY,E,1,81,Y,,Y,Y,New York Yankees,Yankee Stadium II,2103092,99,97,NYY,NYA,NYA
1977,NL,NYN,NYM,E,6,79,N,,N,N,New York Mets,Shea Stadium,1066825,95,95,NYM,NYN,NYN
1977,AL,OAK,OAK,W,7,81,N,,N,N,Oakland Athletics,Oakland Coliseum,495599,97,98,OAK,OAK,OAK
1977,NL,PHI,PHI,E,1,81,Y,,N,N,Philadelphia Phillies,Veterans Stadium,2700070,105,103,PHI,PHI,PHI
1977,NL,PIT,PIT,E,2,81,N,,N,N,Pittsburgh Pirates,Three Rivers Stadium,1237349,102,101,PIT,PIT,PIT
1977,NL,SDN,SDP,W,5,81,N,,N,N,San Diego Padres,Jack Murphy Stadium,1376269,90,91,SDP,SDN,SDN
1977,AL,SEA,SEA,W,6,81,N,,N,N,Seattle Mariners,Kingdome,1338511,99,101,SEA,SEA,SEA
1977,NL,SFN,SFG,W,4,81,N,,N,N,San Francisco Giants,Candlestick Park,700056,99,100,SFG,SFN,SFN
1977,NL,SLN,STL,E,3,83,N,,N,N,St. Louis Cardinals,Busch Stadium II,1659287,99,99,STL,SLN,SLN
1977,AL,TEX,TEX,W,2,81,N,,N,N,Texas Rangers,Arlington Stadium,1250722,101,101,TEX,TEX,TEX
1977,AL,TOR,TOR,E,7,80,N,,N,N,Toronto Blue Jays,Exhibition Stadium,1701052,101,103,TOR,TOR,TOR
1978,NL,ATL,ATL,W,6,81,N,,N,N,Atlanta Braves,Atlanta-Fulton County Stadium,904494,112,114,ATL,ATL,ATL
1978,AL,BAL,BAL,E,4,81,N,,N,N,Baltimore Orioles,Memorial Stadium,1051724,94,93,BAL,BAL,BAL
